Item #,Item Name,Section,Codes,Code Descriptions,Note
2560,Text--DX Proc--Op,Text-Diagnosis,,,
2570,Text--DX Proc--Path,Text-Diagnosis,,,
2580,Text--Primary Site Title,Text-Diagnosis,,,
2590,Text--Histology Title,Text-Diagnosis,,,
2600,Text--Staging,Text-Diagnosis,,,
2610,RX Text--Surgery,Text-Treatment,,,
2620,RX Text--Radiation (Beam),Text-Treatment,,,
2630,RX Text--Radiation Other,Text-Treatment,,,
2640,RX Text--Chemo,Text-Treatment,,,
2650,RX Text--Hormone,Text-Treatment,,,
2660,RX Text--BRM,Text-Treatment,,,
2670,RX Text--Other,Text-Treatment,,,
2680,Text--Remarks,Text-Miscellaneous,,,
2690,Text--Place of Diagnosis,Text-Miscellaneous,,,
2700,Reserved 17,,,,Retired
2700,Reserved 17,,,,Retired
2730,CS PreRx Tumor Size,,,,Retired
2730,CS PreRx Tumor Size,,,,Retired
2730,CS PreRx Tumor Size,,,,Retired
2730,CS PreRx Tumor Size,,,,Retired
2730,CS PreRx Tumor Size,,,,Retired
2735,CS PreRx Extension,,,,Retired
2735,CS PreRx Extension,,,,Retired
2735,CS PreRx Extension,,,,Retired
2735,CS PreRx Extension,,,,Retired
2740,CS PreRx Tum Sz/Ext Eval,,,,Retired
2740,CS PreRx Tum Sz/Ext Eval,,,,Retired
2740,CS PreRx Tum Sz/Ext Eval,,,,Retired
2740,CS PreRx Tum Sz/Ext Eval,,,,Retired
2750,CS PreRx Lymph Nodes,,,,Retired
2750,CS PreRx Lymph Nodes,,,,Retired
2750,CS PreRx Lymph Nodes,,,,Retired
2750,CS PreRx Lymph Nodes,,,,Retired
2755,CS PreRx Reg Nodes Eval,,,,Retired
2755,CS PreRx Reg Nodes Eval,,,,Retired
2755,CS PreRx Reg Nodes Eval,,,,Retired
2755,CS PreRx Reg Nodes Eval,,,,Retired
2760,CS PreRx Mets at DX,,,,Retired
2760,CS PreRx Mets at DX,,,,Retired
2760,CS PreRx Mets at DX,,,,Retired
2760,CS PreRx Mets at DX,,,,Retired
2765,CS PreRx Mets Eval,,,,Retired
2765,CS PreRx Mets Eval,,,,Retired
2765,CS PreRx Mets Eval,,,,Retired
2765,CS PreRx Mets Eval,,,,Retired
2770,CS PostRx Tumor Size,,,,Retired
2770,CS PostRx Tumor Size,,,,Retired
2770,CS PostRx Tumor Size,,,,Retired
2770,CS PostRx Tumor Size,,,,Retired
2775,CS PostRx Extension,,,,Retired
2775,CS PostRx Extension,,,,Retired
2775,CS PostRx Extension,,,,Retired
2775,CS PostRx Extension,,,,Retired
2780,CS PostRx Lymph Nodes,,,,Retired
2780,CS PostRx Lymph Nodes,,,,Retired
2780,CS PostRx Lymph Nodes,,,,Retired
2780,CS PostRx Lymph Nodes,,,,Retired
2785,CS PostRx Mets at DX,,,,Retired
2785,CS PostRx Mets at DX,,,,Retired
2785,CS PostRx Mets at DX,,,,Retired
2785,CS PostRx Mets at DX,,,,Retired
2800,CS Tumor Size,Stage/Prognostic Factors,,,
2810,CS Extension,Stage/Prognostic Factors,,,
2820,CS Tumor Size/Ext Eval,Stage/Prognostic Factors,,,
2830,CS Lymph Nodes,Stage/Prognostic Factors,,,
2840,CS Lymph Nodes Eval,Stage/Prognostic Factors,,,
2850,CS Mets at DX,Stage/Prognostic Factors,,,
2851,CS Mets at Dx-Bone,Stage/Prognostic Factors,,,
2852,CS Mets at Dx-Brain,Stage/Prognostic Factors,,,
2853,CS Mets at Dx-Liver,Stage/Prognostic Factors,,,
2854,CS Mets at Dx-Lung,Stage/Prognostic Factors,,,
2860,CS Mets Eval,Stage/Prognostic Factors,,,
2861,CS Site-Specific Factor 7,Stage/Prognostic Factors,,,
2862,CS Site-Specific Factor 8,Stage/Prognostic Factors,,,
2863,CS Site-Specific Factor 9,Stage/Prognostic Factors,,,
2864,CS Site-Specific Factor10,Stage/Prognostic Factors,,,
2865,CS Site-Specific Factor11,Stage/Prognostic Factors,,,
2866,CS Site-Specific Factor12,Stage/Prognostic Factors,,,
2867,CS Site-Specific Factor13,Stage/Prognostic Factors,,,
2868,CS Site-Specific Factor14,Stage/Prognostic Factors,,,
2869,CS Site-Specific Factor15,Stage/Prognostic Factors,,,
2870,CS Site-Specific Factor16,Stage/Prognostic Factors,,,
2871,CS Site-Specific Factor17,Stage/Prognostic Factors,,,
2872,CS Site-Specific Factor18,Stage/Prognostic Factors,,,
2873,CS Site-Specific Factor19,Stage/Prognostic Factors,,,
2874,CS Site-Specific Factor20,Stage/Prognostic Factors,,,
2875,CS Site-Specific Factor21,Stage/Prognostic Factors,,,
2876,CS Site-Specific Factor22,Stage/Prognostic Factors,,,
2877,CS Site-Specific Factor23,Stage/Prognostic Factors,,,
2878,CS Site-Specific Factor24,Stage/Prognostic Factors,,,
2879,CS Site-Specific Factor25,Stage/Prognostic Factors,,,
2880,CS Site-Specific Factor 1,Stage/Prognostic Factors,,,
2890,CS Site-Specific Factor 2,Stage/Prognostic Factors,,,
2900,CS Site-Specific Factor 3,Stage/Prognostic Factors,,,
2910,CS Site-Specific Factor 4,Stage/Prognostic Factors,,,
2920,CS Site-Specific Factor 5,Stage/Prognostic Factors,,,
2930,CS Site-Specific Factor 6,Stage/Prognostic Factors,,,
2935,CS Version Input Original,Stage/Prognostic Factors,,,
2936,CS Version Derived,Stage/Prognostic Factors,,,
2937,CS Version Input Current,Stage/Prognostic Factors,,,
2940,Derived AJCC-6 T,Stage/Prognostic Factors,,,
2950,Derived AJCC-6 T Descript,Stage/Prognostic Factors,,,
2960,Derived AJCC-6 N,Stage/Prognostic Factors,,,
2970,Derived AJCC-6 N Descript,Stage/Prognostic Factors,,,
2980,Derived AJCC-6 M,Stage/Prognostic Factors,,,
2990,Derived AJCC-6 M Descript,Stage/Prognostic Factors,,,
3000,Derived AJCC-6 Stage Grp,Stage/Prognostic Factors,,,
3010,Derived SS1977,Stage/Prognostic Factors,,,
3020,Derived SS2000,Stage/Prognostic Factors,,,
3030,Derived AJCC--Flag,Stage/Prognostic Factors,blank,Not derived,
,,,1,AJCC fields derived from Collaborative Stage,
,,,2,AJCC fields derived from EOD (prior to 2004),
3040,Derived SS1977--Flag,Stage/Prognostic Factors,Blank,Not derived,
,,,1,SS1977 derived from Collaborative Stage,
,,,2,SS1977 derived from EOD (prior to 2004),
3050,Derived SS2000--Flag,Stage/Prognostic Factors,1,SS2000 derived from Collaborative Stage,
,,,2,SS2000 derived from EOD (prior to 2004),
,,,Blank,Not derived,
3100,Archive FIN,Hospital-Specific,,,
3105,NPI--Archive FIN,Hospital-Specific,,,
3110,Comorbid/Complication 1,Stage/Prognostic Factors,0,No secondary diagnoses documented,
3120,Comorbid/Complication 2,Stage/Prognostic Factors,,,
3130,Comorbid/Complication 3,Stage/Prognostic Factors,,,
3140,Comorbid/Complication 4,Stage/Prognostic Factors,,,
3150,Comorbid/Complication 5,Stage/Prognostic Factors,,,
3160,Comorbid/Complication 6,Stage/Prognostic Factors,,,
3161,Comorbid/Complication 7,Stage/Prognostic Factors,,,
3162,Comorbid/Complication 8,Stage/Prognostic Factors,,,
3163,Comorbid/Complication 9,Stage/Prognostic Factors,Leave blank if no further secondary diagnosis.,,
3164,Comorbid/Complication 10,Stage/Prognostic Factors,Leave blank if no further secondary diagnosis.,,
3165,ICD Revision Comorbid,Stage/Prognostic Factors,0,No comorbidities or complications recorded in patient's record,
,,,1,ICD-10-CM,
,,,9,ICD-9-CM,
,,,Blank,Comorbidities and Complications not collected,
3170,RX Date Mst Defn Srg,Treatment-1st Course,,,
3171,RX Date Mst Defn Srg Flag,Treatment-1st Course,10,"No information whatsoever can be inferred from this exceptional value. (e.g, unknown if any surgical procedure of the primary site was performed).",
,,,11,"No proper value is applicable in this context (e.g., no surgical resection of the primary site was performed and for cases diagnosed at autopsy).",
,,,12,"A proper value is applicable but not known. This event occurred, but the date is unknown (e.g., surgical procedure of the primary site was performed but the date is unknown).",
,,,Blank,"A valid date value is provided in item RX Date Mst Defn Srg [3170], or the date was not expected to have been transmitted.",
3180,RX Date Surg Disch,Treatment-1st Course,,,
3181,RX Date Surg Disch Flag,Treatment-1st Course,10,"No information whatsoever can be inferred from this exceptional value (e.g., unknown whether surgical treatment was performed).",
,,,11,"No proper value is applicable in this context (e.g., no surgical treatment of the primary site was performed; autopsy only case).",
,,,12,"A proper value is applicable but not known. This event occurred, but the date is unknown (e.g., surgical treatment performed but the date of discharge is unknown).",
,,,Blank,"A valid date value is provided in item RX Date Surg Disch [3180], or the date was not expected to have been transmitted.",
3190,Readm Same Hosp 30 Days,Treatment-1st Course,0,No surgical procedure of the primary site was performed. Patient not readmitted to the same hospital within 30 days of discharge.,
,,,1,Patient was surgically treated and was then readmitted to the same hospital within 30 days of being discharged. This readmission was unplanned.,
,,,2,"Patient was surgically treated and was then readmitted to the same hospital within 30 days of being discharged. This readmission was planned (chemotherapy port insertion, revision of colostomy, etc.).",
,,,3,"Patient was surgically treated and, within 30 days of being discharged, had both a planned and an unplanned readmission to the same hospital.",
,,,9,It is unknown whether surgery of the primary site was recommended or performed. It is unknown whether the patient was readmitted to the same hospital within 30 days of discharge. Death certificate only.,
3200,Rad--Boost RX Modality,Treatment-1st Course,0,No boost treatment,
,,,20,"External beam, NOS",
,,,21,Orthovoltage,
,,,22,"Cobalt-60, Cesium-137",
,,,23,Photons (2-5 MV),
,,,24,Photons (6-10 MV),
,,,25,Photons (11-19 MV),
,,,26,Photons (> 19 MV),
,,,27,Photons (mixed energies),
,,,28,Electrons,
,,,29,Photons and electrons mixed,
,,,30,"Neutrons, with or without photons/electrons",
,,,31,IMRT,
,,,32,Conformal or 3-D therapy,
,,,40,Protons,
,,,41,"Stereotactic radiosurgery, NOS",
,,,42,Linac radiosurgery,
,,,43,Gamma Knife,
,,,50,"Brachytherapy, NOS",
,,,51,"Brachytherapy, Intracavitary, LDR",
,,,52,"Brachytherapy, Intracavitary, HDR",
,,,53,"Brachytherapy, Interstitial, LDR",
,,,54,"Brachytherapy, Interstitial, HDR",
,,,55,Radium,
,,,60,"Radio-isotopes, NOS",
,,,61,Strontium - 89,
,,,62,Strontium - 90,
,,,98,"Other, NOS",
,,,99,Unknown,
3210,Rad--Boost Dose cGy,Treatment-1st Course,(Fill blanks),Record the actual boost dose delivered,
,,,0,Boost radiation therapy was not administered,
,,,88888,"Not applicable, brachytherapy or radioisotopes administered to the patient",
,,,99999,"Boost radiation therapy administered, boost dose unknown",
3220,RX Date Rad Ended,Treatment-1st Course,,,
3221,RX Date Rad Ended Flag,Treatment-1st Course,10,"No information whatsoever can be inferred from this exceptional value (e.g., unknown if radiation therapy administered).",
,,,11,"No proper value is applicable in this context (e.g., radiation therapy was not administered; diagnosed at autopsy).",
,,,12,"A proper value is applicable but not known. This event occurred, but the date is unknown (e.g., date radiation ended is unknown).",
,,,15,"Information is not available at this time, but it is expected that it will be available later (e.g., radiation was administered and was ongoing at the time of most recent follow-up).",
,,,Blank,"A valid date value is provided in item RX Date Rad Ended [3220], or the date was not expected to have been transmitted.",
3230,RX Date Systemic,Treatment-1st Course,,,
3231,RX Date Systemic Flag,Treatment-1st Course,10,"No information whatsoever can be inferred from this exceptional value (e.g., unknown if systemic therapy was administered).",
,,,11,"No proper value is applicable in this context (e.g., no systemic therapy was administered; autopsy only case).",
,,,12,"A proper value is applicable but not known. This event occurred, but the date is unknown (e.g., systemic therapy administered but date is unknown).",
,,,15,"Information is not available at this time, but it is expected that it will be available later (e.g., systemic therapy is planned as part of the first course of therapy, but had not been started at the time of the most recent follow-up).",
,,,Blank,"A valid date value is provided in item RX Date Systemic [3230], or the date was not expected to have been transmitted.",
3250,RX Summ--Transplnt/Endocr,Treatment-1st Course,0,No transplant procedure or endocrine therapy was administered as part of first course therapy; diagnosed at autopsy,
,,,10,"Bone marrow transplant procedure was administered, but the type was not specified.",
,,,11,Bone marrow transplant-autologous,
,,,12,Bone marrow transplant-allogeneic,
,,,20,Stem cell harvest and infusion,
,,,30,Endocrine surgery and/or endocrine radiation therapy.,
,,,40,"Combination of endocrine surgery and/or radiation with a transplant procedure. (combination of codes 30 and 10, 11, 12 or 20).",
,,,82,"Hematologic transplant and/or endocrine surgery/radiation was not recommended/administered because it was contraindicated due to patient risk factors (i.e., comorbid conditions, advanced age).",
,,,85,Hematologic transplant and/or endocrine surgery/radiation was not administered because the patient died prior to planned or recommended therapy.,
,,,86,"Hematologic transplant and/or endocrine surgery/radiation was not administered. It was recommended by the patient's physician, but was not administered as part of first-course therapy. No reason was stated in the patient record.",
,,,87,"Hematologic transplant and/or endocrine surgery/radiation was not administered; it was recommended by the patient's physician, but this treatment was refused by the patient, the patient's family member, or the patient's guardian; refusal noted in patient record",
,,,88,"Hematologic transplant and/or endocrine surgery/radiation was recommended, but it is unknown if it was administered",
,,,99,It is unknown whether hematologic transplant and/or endocrine surgery/radiation was recommended or administered because it is not stated in patient record; death certificate-only cases,
3260,Pain Assessment,,,,Retired
3260,Pain Assessment,,,,Retired
3260,Pain Assessment,,,,Retired
3260,Pain Assessment,,,,Retired
3260,Pain Assessment,,,,Retired
3260,Pain Assessment,,,,Retired
3260,Pain Assessment,,,,Retired
3270,RX Summ--Palliative Proc,Treatment-1st Course,0,No palliative care provided; diagnosed at autopsy,
,,,1,"Surgery (which may involve a bypass procedure) to alleviate symptoms, but no attempt to diagnose, stage, or treat the primary tumor is made",
,,,2,"Radiation therapy to alleviate symptoms, but no attempt to diagnose, stage, or treat the primary tumor is made",
,,,3,"Chemotherapy, hormone therapy, or other systemic drugs to alleviate symptoms, but no attempt to diagnose, stage, or treat the primary tumor is made",
,,,4,Patient received or was referred for pain management therapy with no other palliative care,
,,,5,"Any combination of codes 1, 2, and/or 3 without code 4",
,,,6,"Any combination of codes 1, 2, and/or 3 with code 4",
,,,7,"Palliative care was performed or referred, but no information on the type of procedure is available in the patient record",
,,,9,Unknown if palliative care was performed or referred; not stated in patient record,
3280,RX Hosp--Palliative Proc,Hospital-Specific,0,No palliative care provided. Diagnosed at autopsy,
,,,1,"Surgery (which may involve a bypass procedure) performed to alleviate symptoms, but no attempt to diagnose, stage, or treat the tumor is made.",
,,,2,"Radiation therapy given to alleviate symptoms, but no attempt to produce cure is made.",
,,,3,"Chemotherapy, hormone therapy, or other systemic drugs given to alleviate symptoms without curative intent.",
,,,4,Patient received or was referred for pain management only.,
,,,5,"Any combination of codes 1, 2, and/or 3 without code 4.",
,,,6,"Any combination of codes 1, 2, and/or 3 with code 4.",
,,,7,"Palliative care was performed or recommended, but no information on the type of procedure is available in the patient record.",
,,,9,Unknown if palliative care was performed or recommended. Not stated in patient record.,
3300,RuralUrban Continuum 1993,Demographic,Metropolitan Counties (00-03),,
,,,0,Central counties of metropolitan areas of 1 million population or more,
,,,1,Fringe counties of metropolitan areas of 1 million population or more,
,,,2,"Counties in metropolitan areas of 250,000-1,000,000 population",
,,,3,"Counties in metropolitan areas of less than 250,000 population",
,,,Nonmetropolitan Counties (04-09),,
,,,4,"Urban population of 20,000 or more, adjacent to a metropolitan area",
,,,5,"Urban population of 20,000 or more, not adjacent to a metropolitan area",
,,,6,"Urban population of 2,500-19,999, adjacent to a metropolitan area",
,,,7,"Urban population of 2,500-19,999, not adjacent to a metropolitan area",
,,,8,"Completely rural (no places with a population of 2,500 or more) adjacent to a metropolitan area",
,,,9,"Completely rural (no places with a population of 2,500 or more) not adjacent to a metropolitan area",
,,,98,"Program run, but: (1) area is not included in Rural-Urban Continuum code table, or (2) record is for resident outside of state of reporting institution",
